lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
API,Organic Search,0,0,6,178,3.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,opp hangup,Worst,0,0,Other Leads,,2,2,13.0,14.0,0,0,Email Opened,0,0,1,0,1,1,0,0.035579662597108104,1718,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,346,2.0,Email Opened,United States,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Modified,0,0,0,1,0,1,0,0.035546295532401184,1719,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,359,2.0,Olark Chat Conversation,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,,,,,0,1,Olark Chat Conversation,0,0,0,1,0,1,1,0.03543085082507909,1720,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,71,2.0,Email Opened,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,2,14.0,14.0,0,1,Email Opened,0,0,0,1,0,1,0,0.0354218536741634,1721,Cold,0
API,Organic Search,0,0,11,188,5.5,Email Link Clicked,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Email Link Clicked,0,0,1,1,1,1,0,0.035185008422977816,1722,Cold,0
API,Organic Search,0,0,1,225,1.0,Converted to Lead,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,11.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.035091063971730216,1723,Cold,0
Landing Page Submission,Google,0,0,5,286,5.0,Email Opened,India,Human Resource Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,13.0,17.0,0,0,Email Opened,0,0,0,1,0,0,0,0.03497561958780443,1724,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,468,1.0,Email Bounced,Liberia,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Metro Cities,,,,,0,0,Modified,0,0,0,1,0,1,1,0.03496327053847145,1725,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,364,2.0,SMS Sent,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,SMS Sent,0,0,0,1,0,1,0,0.03486031283144545,1726,Cold,0
API,Organic Search,1,0,8,40,8.0,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Modified,0,0,1,1,1,1,1,0.03485655404138496,1727,Cold,0
Landing Page Submission,Direct Traffic,1,0,10,307,2.5,Page Visited on Website,India,Services Excellence,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,,,,,0,1,Page Visited on Website,0,0,0,1,0,1,1,0.03480092190536344,1728,Cold,0
Landing Page Submission,Google,0,0,3,26,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,Mumbai,1,3,10.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.0345159600384629,1729,Cold,0
Landing Page Submission,Google,1,0,10,271,5.0,SMS Sent,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Mumbai,2,2,13.0,16.0,0,1,SMS Sent,0,0,0,0,0,1,0,0.03438141303888923,1730,Cold,0
Landing Page Submission,Organic Search,1,0,3,443,1.5,Unreachable,India,Supply Chain Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,1,2,12.0,16.0,0,0,Modified,0,0,0,1,0,1,0,0.0343527104442212,1731,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,355,5.0,SMS Sent,India,Media and Advertising,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,17.0,0,1,Modified,0,0,0,1,0,1,0,0.03343258703701157,1732,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,193,2.0,Email Opened,United Arab Emirates,Supply Chain Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,13.0,16.0,0,1,Email Opened,0,0,0,1,0,1,0,0.03341485617948625,1733,Cold,0
API,Organic Search,0,0,8,58,2.67,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Other Leads,,2,2,13.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.032938167933253625,1734,Cold,0
Landing Page Submission,Google,0,0,8,137,4.0,Email Opened,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Metro Cities,2,2,13.0,16.0,0,1,Email Opened,0,0,0,1,0,0,0,0.032826677121762335,1735,Cold,0
API,Google,0,0,9,125,3.0,Page Visited on Website,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.03266603486068547,1736,Cold,0
API,Referral Sites,0,0,10,66,10.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,,2,2,14.0,13.0,0,0,Modified,0,0,1,0,1,1,0,0.032458579632081104,1737,Cold,0
Landing Page Submission,Organic Search,0,0,3,125,3.0,Email Opened,India,Finance Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Modified,0,0,0,1,0,1,0,0.032409090712784305,1738,Cold,1
Landing Page Submission,Google,0,0,2,151,2.0,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,3,13.0,17.0,0,0,Modified,0,0,1,1,1,1,0,0.032243622206371454,1739,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,83,2.0,Unsubscribed,India,Operations Management,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,Other Cities,,,,,0,1,Modified,0,0,0,1,0,1,1,0.03204774671297774,1740,Cold,0
Landing Page Submission,Direct Traffic,1,0,3,178,3.0,Email Bounced,India,Supply Chain Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,14.0,17.0,0,1,Modified,0,0,0,1,0,1,0,0.03197738067385091,1741,Cold,0
API,Referral Sites,0,0,9,81,4.5,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,,2,2,14.0,13.0,0,0,Email Opened,0,0,1,0,1,1,0,0.03194450530251529,1742,Cold,0
API,Organic Search,0,0,2,73,1.0,Olark Chat Conversation,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,12.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.03192928392480433,1743,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,258,1.0,Email Bounced,United States,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,,,,,0,0,Modified,0,0,1,0,1,1,1,0.03192185424256566,1744,Cold,0
API,Organic Search,0,0,3,119,1.5,SMS Sent,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,13.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.0315081872346175,1745,Cold,0
API,Google,0,0,6,63,6.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,,1,2,10.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.031491264368104246,1746,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,400,1.0,Email Bounced,India,Human Resource Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,,,,,,0,0,Email Bounced,0,0,0,0,1,1,1,0.030758440315688074,1747,Cold,0
API,Google,0,0,2,126,1.0,Olark Chat Conversation,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,12.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.0305535468623298,1748,Cold,0
Landing Page Submission,Google,0,0,6,183,1.5,Email Opened,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,1,Email Opened,0,0,0,1,0,1,0,0.030422135213463784,1749,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,191,1.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,15.0,15.0,0,1,Modified,0,0,0,1,0,1,0,0.030312797097733282,1750,Cold,0
API,Google,0,0,1,14,1.0,Converted to Lead,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,Worst,0,0,Other Leads,,1,2,11.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.03004062420228386,1751,Cold,0
API,Referral Sites,0,0,7,103,3.5,Page Visited on Website,India,,,,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,,,2,2,15.0,13.0,0,0,Modified,0,0,1,1,1,1,0,0.029715515383967418,1752,Cold,0
API,Google,0,0,3,121,3.0,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.029693842248298193,1753,Cold,0
Landing Page Submission,Google,1,0,4,125,4.0,SMS Sent,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Thane & Outskirts,2,3,13.0,17.0,0,0,Modified,0,0,0,0,0,0,0,0.029241927867930225,1754,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,2,2.0,Unsubscribed,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,,0,0,Select,Mumbai,1,3,12.0,18.0,0,1,Unsubscribed,0,0,0,0,0,1,0,0.02917125866599378,1755,Cold,0
Landing Page Submission,Google,0,0,4,281,2.0,Email Opened,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,1,3,11.0,17.0,0,0,Email Opened,0,0,0,1,0,0,0,0.029130988948752046,1756,Cold,0
Landing Page Submission,Google,0,0,4,12,4.0,Form Submitted on Website,India,"Banking, Investment And Insurance",,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.029029142281504584,1757,Cold,0
Landing Page Submission,Google,1,0,4,43,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Thane & Outskirts,2,3,13.0,17.0,0,0,SMS Sent,0,0,0,0,0,0,0,0.028450381767351204,1758,Cold,0
Landing Page Submission,Google,0,0,8,177,4.0,Email Opened,India,Supply Chain Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,13.0,16.0,0,1,Email Opened,0,0,0,1,0,1,0,0.028438743113635943,1759,Cold,0
Landing Page Submission,Direct Traffic,0,0,9,41,2.25,Page Visited on Website,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,18.0,0,0,Page Visited on Website,0,0,0,1,0,1,0,0.02841485036341945,1760,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,66,1.33,Email Opened,United States,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities,2,2,13.0,13.0,0,1,Email Opened,0,0,0,0,0,1,0,0.028378210961007354,1761,Cold,0
Landing Page Submission,Google,0,0,13,62,2.17,Page Visited on Website,India,Media and Advertising,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,3,13.0,17.0,0,1,Page Visited on Website,0,0,0,1,0,1,0,0.02732696440452828,1762,Cold,0
Landing Page Submission,Google,1,0,3,103,3.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,13.0,18.0,0,0,SMS Sent,0,0,0,0,0,1,0,0.02669447756245277,1763,Cold,0
API,Organic Search,0,0,4,71,4.0,Olark Chat Conversation,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,11.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.026592801695661528,1764,Cold,0
Landing Page Submission,Direct Traffic,1,0,3,95,3.0,Email Bounced,United States,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,,,,,0,1,Modified,0,0,0,1,0,1,1,0.02647759781267111,1765,Cold,0
API,Google,0,0,3,97,3.0,Converted to Lead,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,10.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.02595839456929388,1766,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,49,1.0,Email Bounced,India,Hospitality Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,Mumbai,,,,,0,0,Modified,0,0,0,0,0,1,1,0.025803296191709006,1767,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,124,1.0,Email Bounced,India,Rural and Agribusiness,,,0,0,0,0,0,0,0,0,,,0,0,,Tier II Cities,,,,,0,0,Modified,0,0,0,1,0,1,1,0.025550796425525466,1768,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,144,1.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities of Maharashtra,2,2,15.0,14.0,0,1,Modified,0,0,0,1,0,1,0,0.025504687796613777,1769,Cold,0
Landing Page Submission,Google,0,0,4,345,4.0,Form Submitted on Website,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,2,13.0,14.0,0,0,Modified,0,0,0,1,0,0,0,0.025464438999313756,1770,Cold,0
Landing Page Submission,Direct Traffic,1,0,27,212,2.45,Page Visited on Website,United States,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Might be,0,0,Select,Mumbai,3,3,17.0,18.0,0,1,Page Visited on Website,0,0,0,0,0,1,0,0.025446994560905028,1771,Cold,1
Landing Page Submission,Google,0,0,3,85,3.0,Email Opened,India,Finance Management,,,0,0,0,0,0,0,0,0,Lost to EINS,,0,0,,Mumbai,1,3,12.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.02477565380053405,1772,Cold,1
API,Google,0,0,7,277,3.5,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.024623772803052644,1773,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,322,1.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,,,,,0,0,Modified,0,0,0,1,0,1,1,0.023794089884823635,1774,Cold,0
Landing Page Submission,Organic Search,1,0,7,24,7.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,,,,,0,1,Modified,0,0,0,1,0,1,1,0.02311101281097005,1775,Cold,0
Landing Page Submission,Google,0,0,5,189,2.5,Email Opened,India,Media and Advertising,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,1,3,10.0,17.0,0,0,Email Opened,0,0,0,1,0,0,0,0.022250994758405047,1776,Cold,0
API,Organic Search,0,0,7,96,2.33,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.020712349267697324,1777,Cold,0
API,Referral Sites,0,0,3,150,1.5,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,13.0,0,0,Email Opened,0,0,1,1,1,1,0,0.020657216083272957,1778,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Potential Lead,,3,2,17.0,16.0,0,0,Modified,0,0,1,0,1,1,0,0.020199708810557084,1779,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,,0,0,Potential Lead,,3,2,17.0,16.0,0,0,Email Opened,0,0,1,0,1,1,0,0.020199708810557084,1780,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Select,,3,2,17.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.020187187035189444,1781,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,141,2.0,SMS Sent,India,"Banking, Investment And Insurance",,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,13.0,16.0,0,0,Modified,0,0,0,1,0,1,0,0.02015161951903208,1782,Cold,0
Landing Page Submission,Google,0,0,3,172,3.0,Form Submitted on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Graduation in progress,,0,0,Select,Other Cities,1,2,10.0,13.0,0,0,Modified,0,0,0,0,0,0,0,0.019997763038154974,1783,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,158,2.0,Email Opened,India,Rural and Agribusiness,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,13.0,13.0,0,1,Modified,0,0,0,1,0,1,0,0.019917707769183786,1784,Cold,0
Landing Page Submission,Direct Traffic,1,0,1,233,1.0,Email Bounced,India,,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Low in Relevance,0,0,Select,Mumbai,,,,,0,0,Modified,0,0,1,0,0,1,1,0.019641279494710947,1785,Cold,0
Landing Page Submission,Direct Traffic,1,0,18,84,4.5,Page Visited on Website,India,Travel and Tourism,,,0,0,0,0,0,0,0,0,,,0,0,,Other Metro Cities,,,,,0,0,Modified,0,0,0,1,0,1,1,0.019635184662816274,1786,Cold,0
API,Referral Sites,0,0,3,345,1.5,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,12.0,13.0,0,0,Email Opened,0,0,1,1,1,1,0,0.018465868009579344,1787,Cold,0
Landing Page Submission,Direct Traffic,1,0,3,38,3.0,SMS Sent,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,Other Metro Cities,2,2,13.0,16.0,0,0,Modified,0,0,0,1,0,1,0,0.017796121752584666,1788,Cold,0
API,Referral Sites,0,0,7,250,2.33,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,13.0,0,0,Email Opened,0,0,1,1,1,1,0,0.016219769198144607,1789,Cold,0
Landing Page Submission,Direct Traffic,1,0,2,153,2.0,Email Bounced,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Metro Cities,2,2,14.0,13.0,0,1,Modified,0,0,0,1,0,1,0,0.015891896077794426,1790,Cold,0
Landing Page Submission,Organic Search,1,0,5,75,5.0,Unsubscribed,India,Business Administration,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,1,2,12.0,16.0,0,1,Modified,0,0,0,1,0,1,0,0.015628473869288076,1791,Cold,0
API,Organic Search,1,0,4,489,2.0,Olark Chat Conversation,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.015417669136713937,1792,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,3,2,17.0,14.0,0,0,Modified,0,0,1,0,1,1,0,0.01537441874794976,1793,Cold,0
API,Referral Sites,0,0,13,24,6.5,Page Visited on Website,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,1,2,12.0,13.0,0,0,Modified,0,0,1,1,1,1,0,0.013934979821963804,1794,Cold,0
API,Google,0,0,9,318,3.0,Email Opened,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.012318841124442441,1795,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,34,3.0,Unreachable,India,IT Projects Management,,,0,0,0,0,0,0,0,0,,,0,0,,Other Cities,2,2,13.0,13.0,0,1,Modified,0,0,0,1,0,1,0,0.01180794141280257,1796,Cold,0
API,Olark Chat,1,0,0,0,0.0,Email Bounced,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Bounced,0,0,1,1,1,1,0,0.008863412380851523,1797,Cold,0
Landing Page Submission,Google,0,0,3,139,3.0,Olark Chat Conversation,India,Marketing Management,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,3,3,17.0,18.0,0,0,Modified,0,0,0,1,0,0,0,0.008807440627589607,1798,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Select,,3,2,17.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.008529514659022639,1799,Cold,0
API,Olark Chat,0,0,2,189,1.0,Email Opened,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.007548609445287261,1800,Cold,0
API,Organic Search,0,0,2,189,1.0,Olark Chat Conversation,India,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.007538747329724585,1801,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Olark Chat Conversation,0,0,1,1,1,1,0,0.006977128402506698,1802,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.006977128402506698,1803,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1804,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1805,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1806,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1807,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1808,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1809,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1810,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1811,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1812,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,,,0,0,0,0,0,0,0,0,Lost to EINS,,0,0,,,3,2,17.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.006977128402506698,1813,Cold,1
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1814,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Link Clicked,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Link Clicked,0,0,1,1,1,1,0,0.006977128402506698,1815,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1816,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1817,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1818,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1819,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1820,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1821,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Link Clicked,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Email Link Clicked,0,0,1,1,1,1,0,0.006977128402506698,1822,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1823,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1824,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1825,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.006977128402506698,1826,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,3,2,17.0,15.0,0,0,Olark Chat Conversation,0,0,1,1,1,1,0,0.006977128402506698,1827,Cold,0
